,EmployeeNumber,Age,Gender,MaritalStatus,EducationField,Department,JobLevel,MonthlyIncome,NumCompaniesWorked,OverTime,PerformanceRating,PercentSalaryHike,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,Attrition
1205,1692,32,Male,Single,Life Sciences,Research & Development,1,1393,1,No,3,12,1,1,0,Yes
1206,1693,26,Male,Single,Medical,Research & Development,1,2570,1,No,4,20,7,7,7,No
1207,1694,55,Male,Divorced,Technical Degree,Research & Development,1,3537,5,No,3,12,8,4,2,No
1208,1696,34,Male,Married,Medical,Research & Development,2,3986,1,No,3,14,15,15,10,No
1209,1697,60,Male,Divorced,Medical,Research & Development,3,10883,3,No,4,20,19,1,0,No
1210,1698,33,Male,Married,Medical,Research & Development,1,2028,1,No,3,18,14,14,11,No
1211,1700,37,Male,Divorced,Medical,Sales,2,9525,1,No,3,14,6,6,3,No
1212,1701,34,Female,Married,Life Sciences,Research & Development,1,2929,1,No,3,12,10,10,9,No
1213,1702,23,Male,Divorced,Life Sciences,Sales,1,2275,1,Yes,4,21,3,3,2,Yes
1214,1703,44,Female,Married,Life Sciences,Research & Development,3,7879,1,Yes,3,19,9,8,7,No
1215,1704,35,Male,Single,Medical,Research & Development,1,4930,0,Yes,3,14,6,5,4,No
1216,1706,43,Male,Married,Medical,Sales,2,7847,1,Yes,3,17,10,10,9,No
1217,1707,24,Male,Married,Medical,Research & Development,1,4401,1,No,3,16,5,5,3,No
1218,1708,41,Male,Single,Marketing,Sales,3,9241,1,No,3,12,10,10,8,No
1219,1709,29,Female,Married,Medical,Research & Development,1,2974,9,No,3,17,9,5,3,No
1220,1710,36,Female,Single,Life Sciences,Sales,2,4502,3,No,3,15,17,13,7,No
1221,1712,45,Male,Married,Life Sciences,Research & Development,3,10748,3,No,4,23,25,23,15,No
1222,1714,24,Male,Married,Human Resources,Human Resources,1,1555,1,No,3,11,1,1,0,Yes
1223,1716,47,Male,Married,Life Sciences,Sales,4,12936,7,No,3,11,25,23,5,Yes
1224,1718,26,Male,Married,Medical,Research & Development,1,2305,1,No,3,15,3,3,2,No
1225,1719,45,Female,Single,Technical Degree,Research & Development,4,16704,1,No,3,11,21,21,6,No
1226,1720,32,Male,Married,Life Sciences,Research & Development,1,3433,6,No,3,13,10,5,2,No
1227,1721,31,Male,Married,Life Sciences,Research & Development,1,3477,1,No,3,14,6,5,2,No
1228,1722,41,Male,Married,Human Resources,Human Resources,2,6430,6,No,3,19,10,3,2,No
1229,1724,40,Female,Married,Life Sciences,Research & Development,2,6516,2,Yes,3,16,18,1,0,No
1230,1725,24,Male,Divorced,Medical,Research & Development,1,3907,1,No,3,13,6,6,2,No
1231,1727,46,Male,Single,Life Sciences,Research & Development,2,5562,6,No,3,14,19,10,7,No
1232,1728,35,Male,Married,Life Sciences,Research & Development,2,6883,2,No,3,16,17,7,7,No
1233,1729,30,Male,Married,Life Sciences,Research & Development,1,2862,1,No,3,12,10,10,0,No
1234,1731,47,Male,Married,Marketing,Sales,2,4978,7,No,3,11,4,1,0,No
1235,1732,46,Male,Divorced,Life Sciences,Sales,3,10368,4,Yes,3,12,13,10,6,No
1236,1733,36,Male,Divorced,Marketing,Sales,2,6134,5,Yes,3,13,16,2,2,Yes
1237,1734,32,Male,Single,Life Sciences,Sales,2,6735,6,No,3,15,10,0,0,Yes
1238,1735,23,Female,Single,Medical,Research & Development,1,3295,1,No,3,13,3,3,2,No
1239,1736,31,Female,Single,Technical Degree,Research & Development,2,5238,2,No,4,20,9,5,4,No
1240,1737,39,Male,Married,Life Sciences,Research & Development,2,6472,1,Yes,3,15,9,9,8,No
1241,1739,32,Male,Married,Life Sciences,Sales,3,9610,3,No,3,13,10,4,3,No
1242,1740,40,Male,Single,Medical,Sales,5,19833,1,No,3,14,21,21,8,No
1243,1744,45,Female,Married,Life Sciences,Human Resources,3,9756,4,No,4,21,9,5,0,No
1244,1745,30,Female,Single,Technical Degree,Research & Development,1,4968,0,No,3,16,10,9,7,No
1245,1746,24,Male,Married,Medical,Human Resources,1,2145,0,No,3,14,3,2,2,No
1246,1747,30,Female,Divorced,Human Resources,Human Resources,1,2180,6,No,3,11,6,4,2,Yes
1247,1749,31,Male,Married,Technical Degree,Sales,2,8346,1,No,3,19,6,5,2,No
1248,1751,27,Female,Single,Medical,Research & Development,1,3445,1,No,3,11,6,6,2,No
1249,1752,29,Female,Single,Marketing,Sales,1,2760,1,No,3,13,2,2,2,Yes
1250,1753,29,Male,Single,Life Sciences,Research & Development,2,6294,8,Yes,3,12,10,3,2,No
1251,1754,30,Male,Divorced,Marketing,Sales,3,7140,2,No,3,11,12,7,7,No
1252,1755,34,Male,Married,Medical,Research & Development,1,2932,0,Yes,3,14,6,5,0,No
1253,1756,33,Female,Single,Marketing,Sales,2,5147,8,No,3,15,13,11,7,No
1254,1757,49,Female,Single,Marketing,Sales,2,4507,3,No,3,12,8,5,1,No
1255,1758,33,Female,Single,Life Sciences,Sales,3,8564,2,Yes,4,20,11,0,0,Yes
1256,1760,38,Female,Married,Medical,Research & Development,1,2468,4,No,3,14,9,6,1,No
1257,1761,31,Male,Married,Marketing,Sales,3,8161,2,No,3,13,10,1,0,Yes
1258,1762,29,Female,Divorced,Technical Degree,Research & Development,1,2109,1,No,3,13,1,1,0,No
1259,1763,30,Male,Married,Life Sciences,Research & Development,2,5294,3,No,3,16,10,7,0,No
1260,1764,32,Male,Single,Technical Degree,Research & Development,1,2718,2,No,3,14,12,7,7,No
1261,1766,38,Male,Married,Medical,Research & Development,2,5811,3,Yes,3,16,15,1,0,No
1262,1767,43,Male,Married,Technical Degree,Research & Development,1,2437,9,Yes,3,16,6,1,0,Yes
1263,1768,42,Male,Divorced,Medical,Research & Development,1,2766,8,No,4,22,7,5,3,No
1264,1770,55,Male,Married,Medical,Research & Development,5,19038,8,No,3,12,34,1,0,No
1265,1771,33,Male,Divorced,Technical Degree,Research & Development,2,3055,5,No,3,15,11,9,8,No
1266,1772,41,Male,Divorced,Life Sciences,Research & Development,1,2289,1,No,4,20,5,5,3,No
1267,1774,34,Male,Divorced,Life Sciences,Sales,2,4001,1,Yes,3,14,15,15,14,No
1268,1775,53,Female,Married,Medical,Research & Development,4,12965,4,Yes,4,20,27,3,2,No
1269,1778,43,Male,Single,Life Sciences,Human Resources,1,3539,0,No,3,13,10,9,7,No
1270,1779,34,Female,Single,Life Sciences,Sales,2,6029,5,No,3,12,6,2,2,No
1271,1780,21,Male,Single,Marketing,Sales,1,2679,1,No,3,13,1,1,0,Yes
1272,1782,38,Female,Married,Other,Research & Development,1,3702,1,No,3,11,5,5,4,No
1273,1783,22,Female,Married,Medical,Research & Development,1,2398,1,Yes,3,17,1,1,0,Yes
1274,1784,31,Female,Married,Marketing,Sales,2,5468,1,No,3,14,13,12,7,No
1275,1786,51,Female,Married,Technical Degree,Research & Development,3,13116,2,No,3,11,15,2,2,No
1276,1787,37,Male,Married,Marketing,Sales,2,4189,1,No,3,14,5,5,2,No
1277,1789,46,Male,Divorced,Medical,Research & Development,5,19328,7,Yes,3,17,24,2,1,No
1278,1790,36,Male,Married,Life Sciences,Research & Development,3,8321,7,Yes,3,13,15,12,8,No
1279,1792,44,Male,Divorced,Medical,Research & Development,1,2342,1,Yes,3,12,6,5,3,Yes
1280,1794,37,Male,Divorced,Other,Human Resources,2,4071,2,No,3,13,19,10,0,No
1281,1797,35,Male,Single,Life Sciences,Sales,2,5813,1,Yes,3,18,10,10,7,Yes
1282,1798,33,Male,Married,Life Sciences,Research & Development,1,3143,6,No,3,19,14,10,8,No
1283,1799,28,Male,Married,Life Sciences,Research & Development,1,2044,1,No,3,11,5,5,3,No
1284,1800,39,Male,Single,Medical,Research & Development,3,13464,7,No,4,21,9,4,3,No
1285,1801,46,Male,Single,Life Sciences,Sales,2,7991,8,No,3,15,6,2,2,No
1286,1802,40,Female,Married,Life Sciences,Research & Development,1,3377,4,No,3,17,7,4,3,No
1287,1803,42,Male,Married,Medical,Research & Development,2,5538,5,No,3,18,10,0,0,No
1288,1804,35,Male,Divorced,Medical,Research & Development,2,5762,2,No,3,14,15,7,7,No
1289,1805,38,Male,Divorced,Human Resources,Human Resources,1,2592,5,No,3,13,13,11,10,No
1290,1807,34,Male,Married,Life Sciences,Research & Development,2,5346,4,No,3,17,11,7,1,Yes
1291,1809,37,Male,Single,Medical,Research & Development,2,4213,1,No,3,15,10,10,3,Yes
1292,1812,39,Male,Divorced,Life Sciences,Sales,2,4127,2,No,3,18,7,2,1,No
1293,1813,43,Male,Single,Life Sciences,Research & Development,1,2438,4,No,3,13,7,3,2,No
1294,1814,41,Male,Single,Life Sciences,Research & Development,2,6870,3,No,3,12,11,3,2,No
1295,1815,41,Female,Divorced,Marketing,Sales,3,10447,0,Yes,3,13,23,22,14,No
1296,1816,30,Female,Single,Medical,Research & Development,3,9667,9,No,3,14,9,7,7,No
1297,1818,26,Female,Married,Medical,Human Resources,1,2148,0,Yes,3,11,6,5,1,Yes
1298,1821,46,Female,Married,Medical,Research & Development,2,8926,4,No,4,22,13,9,7,Yes
1299,1822,40,Female,Divorced,Life Sciences,Research & Development,2,6513,4,No,3,17,12,5,3,No
1300,1823,34,Male,Married,Technical Degree,Sales,2,6799,1,No,4,21,10,10,8,No
1301,1824,58,Male,Divorced,Medical,Sales,4,16291,4,No,4,22,37,16,9,No
1302,1826,35,Male,Married,Medical,Research & Development,1,2705,0,No,3,16,6,5,4,No
1303,1827,47,Female,Divorced,Life Sciences,Research & Development,3,10333,8,Yes,3,12,28,22,11,No
1304,1829,40,Female,Divorced,Life Sciences,Research & Development,2,4448,2,No,3,12,15,7,4,No
1305,1830,54,Female,Married,Medical,Research & Development,2,6854,4,No,3,15,14,7,1,No
1306,1833,31,Female,Married,Marketing,Sales,3,9637,2,No,3,14,9,3,2,No
1307,1834,28,Female,Married,Medical,Research & Development,1,3591,1,No,4,25,3,3,2,No
1308,1835,38,Female,Married,Marketing,Sales,2,5405,2,Yes,4,20,20,4,2,No
1309,1836,26,Male,Single,Medical,Sales,2,4684,1,No,3,13,5,5,3,No
1310,1837,58,Male,Married,Life Sciences,Research & Development,4,15787,2,Yes,3,14,23,2,2,No
1311,1839,18,Female,Single,Medical,Research & Development,1,1514,1,No,3,16,0,0,0,No
1312,1842,31,Male,Married,Human Resources,Human Resources,1,2956,0,No,3,17,2,1,0,Yes
1313,1844,29,Male,Divorced,Human Resources,Human Resources,1,2335,4,Yes,3,15,4,2,2,Yes
1314,1845,45,Female,Married,Life Sciences,Sales,2,5154,4,No,4,22,10,8,7,No
1315,1847,36,Female,Married,Other,Research & Development,2,6962,4,Yes,4,22,15,1,0,No
1316,1849,43,Male,Married,Life Sciences,Sales,2,5675,1,No,4,20,7,7,7,No
1317,1850,27,Female,Single,Life Sciences,Research & Development,1,2379,0,Yes,3,14,6,5,4,No
1318,1852,29,Male,Married,Medical,Research & Development,1,3812,1,No,3,13,11,11,8,No
1319,1853,32,Male,Single,Marketing,Sales,2,4648,8,No,3,13,4,0,0,No
1320,1854,42,Male,Married,Technical Degree,Research & Development,1,2936,3,No,4,22,10,6,3,No
1321,1856,47,Female,Single,Life Sciences,Research & Development,1,2105,4,No,3,12,7,2,2,No
1322,1857,46,Male,Divorced,Life Sciences,Research & Development,3,8578,3,No,3,14,12,9,8,No
1323,1858,28,Male,Divorced,Life Sciences,Human Resources,1,2706,1,No,3,15,3,3,2,No
1324,1859,29,Male,Divorced,Life Sciences,Research & Development,2,6384,8,No,3,17,11,7,0,No
1325,1860,42,Male,Single,Life Sciences,Research & Development,1,3968,4,No,3,13,8,0,0,No
1326,1862,32,Male,Single,Marketing,Sales,2,9907,7,Yes,3,12,7,2,2,Yes
1327,1863,46,Female,Divorced,Technical Degree,Sales,4,13225,2,No,3,12,25,19,17,No
1328,1864,27,Female,Married,Medical,Sales,2,3540,1,No,4,21,9,9,8,No
1329,1865,29,Male,Married,Medical,Human Resources,1,2804,1,No,3,11,1,1,0,No
1330,1866,43,Female,Married,Medical,Research & Development,5,19392,7,No,3,13,21,16,12,No
1331,1867,48,Male,Married,Life Sciences,Research & Development,5,19665,4,No,3,12,29,22,10,No
1332,1868,29,Male,Single,Life Sciences,Research & Development,1,2439,1,Yes,4,24,1,1,0,Yes
1333,1869,46,Female,Married,Life Sciences,Sales,3,7314,5,No,4,21,14,8,7,Yes
1334,1870,27,Female,Married,Life Sciences,Research & Development,1,4774,0,No,3,19,8,7,6,No
1335,1871,39,Male,Divorced,Other,Research & Development,2,3902,8,No,3,14,7,2,2,No
1336,1873,55,Male,Married,Technical Degree,Research & Development,1,2662,8,No,4,20,19,5,2,No
1337,1875,28,Female,Married,Medical,Sales,1,2856,1,No,3,19,1,1,0,No
1338,1876,30,Male,Single,Medical,Sales,1,1081,1,No,3,13,1,1,0,Yes
1339,1878,22,Male,Single,Life Sciences,Research & Development,1,2472,1,Yes,4,23,1,1,0,Yes
1340,1880,36,Female,Married,Technical Degree,Sales,2,5673,1,Yes,3,13,10,10,9,No
1341,1881,31,Male,Divorced,Life Sciences,Research & Development,2,4197,1,No,3,11,10,10,8,No
1342,1882,34,Male,Married,Life Sciences,Sales,3,9713,2,Yes,3,13,9,5,3,No
1343,1883,29,Male,Single,Life Sciences,Research & Development,1,2062,3,No,3,14,11,3,2,No
1344,1885,37,Male,Married,Medical,Research & Development,2,4284,5,Yes,4,22,16,5,3,No
1345,1886,35,Female,Married,Other,Research & Development,2,4788,0,Yes,3,11,4,3,2,No
1346,1888,45,Female,Married,Life Sciences,Research & Development,2,5906,0,No,3,13,10,9,8,No
1347,1890,36,Male,Single,Human Resources,Human Resources,2,3886,1,No,4,21,10,10,1,No
1348,1892,40,Male,Divorced,Life Sciences,Research & Development,4,16823,2,No,3,11,22,19,7,No
1349,1893,26,Female,Married,Life Sciences,Research & Development,1,2933,1,Yes,3,13,1,1,0,No
1350,1898,27,Female,Single,Medical,Sales,2,6500,0,No,3,14,9,8,7,No
1351,1900,48,Female,Divorced,Medical,Research & Development,4,17174,3,No,3,11,24,22,17,No
1352,1903,44,Male,Married,Life Sciences,Research & Development,2,5033,2,No,3,15,10,2,0,No
1353,1905,34,Male,Married,Technical Degree,Research & Development,1,2307,1,Yes,4,23,5,5,2,Yes
1354,1907,56,Male,Single,Life Sciences,Research & Development,1,2587,1,No,3,16,5,4,2,Yes
1355,1908,36,Male,Married,Marketing,Sales,2,5507,2,No,3,16,12,4,2,No
1356,1909,41,Female,Married,Marketing,Sales,2,4393,5,No,4,21,14,5,4,No
1357,1911,42,Male,Married,Medical,Research & Development,3,13348,9,No,3,13,18,13,7,No
1358,1912,31,Female,Divorced,Medical,Sales,2,6583,2,Yes,3,11,8,5,2,No
1359,1915,34,Female,Married,Medical,Sales,2,8103,3,Yes,3,12,9,4,2,No
1360,1916,31,Female,Divorced,Medical,Research & Development,1,3978,8,No,3,12,4,2,2,No
1361,1918,26,Male,Married,Other,Research & Development,1,2544,0,No,3,18,8,7,7,No
1362,1922,45,Male,Single,Medical,Research & Development,2,5399,4,No,3,12,12,4,2,No
1363,1924,33,Male,Single,Marketing,Sales,2,5487,1,No,3,14,10,10,4,No
1364,1927,28,Male,Married,Life Sciences,Sales,2,6834,1,Yes,3,12,7,7,7,No
1365,1928,29,Male,Single,Technical Degree,Sales,1,1091,1,No,3,17,1,1,0,Yes
1366,1929,39,Female,Married,Life Sciences,Sales,2,5736,6,No,3,19,10,3,2,No
1367,1931,27,Male,Married,Technical Degree,Research & Development,1,2226,1,No,3,11,6,5,3,No
1368,1932,34,Male,Married,Other,Research & Development,2,5747,1,Yes,3,15,16,15,10,No
1369,1933,28,Female,Single,Marketing,Sales,2,9854,3,Yes,3,11,6,2,0,Yes
1370,1934,47,Male,Married,Technical Degree,Research & Development,2,5467,8,No,3,18,16,8,7,No
1371,1935,56,Female,Married,Marketing,Sales,2,5380,4,No,3,16,6,0,0,No
1372,1936,39,Male,Married,Medical,Research & Development,2,5151,1,No,4,25,10,10,0,No
1373,1937,38,Female,Divorced,Medical,Research & Development,2,2133,1,Yes,3,16,20,20,11,No
1374,1938,58,Female,Married,Life Sciences,Sales,4,17875,4,Yes,3,13,29,1,0,No
1375,1939,32,Female,Single,Life Sciences,Research & Development,1,2432,3,Yes,3,14,8,4,1,Yes
1376,1940,38,Male,Divorced,Life Sciences,Research & Development,1,4771,2,No,3,19,10,5,2,No
1377,1941,49,Male,Married,Life Sciences,Research & Development,5,19161,3,No,3,15,28,5,4,No
1378,1943,42,Male,Divorced,Marketing,Sales,2,5087,3,Yes,3,12,14,0,0,No
1379,1944,27,Female,Married,Human Resources,Human Resources,1,2863,1,No,3,12,1,1,0,Yes
1380,1945,35,Male,Married,Medical,Sales,2,5561,0,No,3,16,6,5,3,No
1381,1947,28,Male,Single,Medical,Research & Development,1,2144,1,No,3,14,5,5,3,No
1382,1948,31,Male,Divorced,Medical,Research & Development,1,3065,1,Yes,3,13,4,4,2,No
1383,1949,36,Male,Married,Life Sciences,Research & Development,1,2810,1,No,4,22,5,5,4,No
1384,1950,34,Male,Single,Marketing,Sales,3,9888,1,No,4,21,14,14,8,No
1385,1951,34,Male,Divorced,Medical,Sales,3,8628,1,No,3,18,9,8,7,No
1386,1952,26,Male,Single,Medical,Research & Development,1,2867,0,No,3,13,8,7,7,No
1387,1954,29,Male,Married,Life Sciences,Research & Development,2,5373,0,No,3,12,6,5,3,No
1388,1955,32,Female,Divorced,Medical,Research & Development,2,6667,5,No,3,18,9,5,1,No
1389,1956,31,Male,Married,Life Sciences,Research & Development,2,5003,1,No,4,21,10,10,8,No
1390,1960,28,Male,Divorced,Technical Degree,Research & Development,1,2367,5,No,3,12,6,4,1,Yes
1391,1961,38,Male,Single,Life Sciences,Sales,1,2858,4,No,3,14,20,1,0,No
1392,1962,35,Female,Married,Life Sciences,Sales,2,5204,1,Yes,3,11,10,10,8,No
1393,1965,27,Male,Single,Marketing,Sales,2,4105,1,No,3,14,7,7,7,No
1394,1966,32,Male,Single,Life Sciences,Research & Development,2,9679,8,No,4,24,8,1,0,No
1395,1967,31,Male,Married,Marketing,Sales,2,5617,1,Yes,3,11,10,10,7,Yes
1396,1968,53,Male,Single,Life Sciences,Sales,3,10448,6,Yes,3,13,15,2,2,Yes
1397,1969,54,Female,Married,Life Sciences,Research & Development,2,2897,3,No,3,11,9,4,3,No
1398,1970,33,Male,Divorced,Life Sciences,Research & Development,2,5968,1,No,4,20,9,9,7,No
1399,1971,43,Male,Married,Life Sciences,Research & Development,3,7510,1,No,3,17,10,10,9,No
1400,1972,38,Male,Married,Other,Human Resources,1,2991,0,Yes,3,11,7,6,2,No
1401,1973,55,Male,Married,Human Resources,Human Resources,5,19636,4,Yes,3,18,35,10,9,No
1402,1974,31,Female,Divorced,Medical,Research & Development,1,1129,1,Yes,3,11,1,1,0,No
1403,1975,39,Male,Single,Marketing,Sales,4,13341,0,No,3,12,21,20,8,No
1404,1976,42,Male,Single,Life Sciences,Research & Development,2,4332,1,No,3,12,20,20,9,No
1405,1979,31,Female,Married,Medical,Research & Development,3,11031,4,No,4,20,13,11,7,No
1406,1980,54,Female,Single,Medical,Research & Development,2,4440,6,Yes,3,19,9,5,2,No
1407,1981,24,Male,Single,Life Sciences,Research & Development,2,4617,1,No,3,12,4,4,3,No
1408,1982,23,Male,Single,Other,Research & Development,1,2647,1,No,3,13,5,5,2,No
1409,1985,40,Female,Married,Technical Degree,Research & Development,2,6323,1,No,3,11,10,10,9,No
1410,1986,40,Female,Married,Marketing,Sales,2,5677,3,No,3,14,15,11,8,No
1411,1987,25,Female,Married,Human Resources,Human Resources,1,2187,4,No,3,14,6,2,0,No
1412,1989,30,Male,Married,Medical,Research & Development,1,3748,1,No,3,13,12,12,8,No
1413,1992,25,Male,Divorced,Other,Research & Development,1,3977,6,Yes,3,19,7,2,2,No
1414,1993,47,Male,Single,Medical,Research & Development,3,8633,2,No,4,23,25,17,14,No
1415,1994,33,Male,Divorced,Medical,Research & Development,1,2008,1,No,3,12,1,1,1,No
1416,1995,38,Male,Married,Life Sciences,Sales,2,4440,0,No,3,15,16,15,13,No
1417,1996,31,Male,Married,Life Sciences,Sales,1,3067,0,No,3,19,3,2,2,No
1418,1997,38,Male,Married,Life Sciences,Research & Development,2,5321,2,No,3,11,10,8,3,No
1419,1998,42,Male,Divorced,Life Sciences,Research & Development,2,5410,6,Yes,3,17,9,4,3,No
1420,1999,41,Male,Married,Life Sciences,Research & Development,1,2782,3,No,4,22,12,5,3,No
1421,2000,47,Female,Married,Medical,Research & Development,3,11957,0,No,3,18,14,13,8,No
1422,2003,35,Male,Married,Medical,Research & Development,1,2660,7,Yes,3,11,5,2,2,No
1423,2007,22,Male,Single,Life Sciences,Research & Development,1,3375,0,No,3,12,4,3,2,No
1424,2008,35,Male,Single,Medical,Research & Development,2,5098,1,No,3,19,10,10,7,No
1425,2009,33,Female,Married,Medical,Research & Development,2,4878,0,Yes,3,13,10,9,7,No
1426,2010,32,Female,Single,Life Sciences,Research & Development,1,2837,1,No,3,13,6,6,2,No
1427,2012,40,Male,Married,Life Sciences,Research & Development,1,2406,8,No,3,19,8,1,0,No
1428,2013,32,Male,Married,Medical,Sales,1,2269,0,No,3,14,3,2,2,No
1429,2014,39,Male,Single,Life Sciences,Research & Development,2,4108,7,No,3,13,18,7,7,No
1430,2015,38,Female,Married,Medical,Research & Development,3,13206,3,No,3,12,20,18,16,No
1431,2016,32,Female,Married,Marketing,Sales,3,10422,1,No,3,19,14,14,10,No
1432,2017,37,Female,Married,Life Sciences,Research & Development,3,13744,1,Yes,4,25,16,16,11,No
1433,2018,25,Female,Divorced,Other,Sales,2,4907,0,Yes,4,22,6,5,3,No
1434,2019,52,Male,Divorced,Life Sciences,Sales,1,3482,2,No,3,15,16,9,8,No
1435,2020,44,Male,Single,Medical,Research & Development,1,2436,6,Yes,3,12,6,4,3,No
1436,2021,21,Male,Single,Medical,Sales,1,2380,1,Yes,3,11,2,2,2,No
1437,2022,39,Male,Single,Life Sciences,Research & Development,5,19431,2,No,3,13,21,6,0,No
1438,2023,23,Male,Married,Marketing,Sales,1,1790,1,No,3,19,1,1,0,Yes
1439,2024,36,Female,Married,Medical,Sales,3,7644,0,No,3,19,10,9,7,No
1440,2025,36,Female,Divorced,Life Sciences,Research & Development,2,5131,7,No,3,13,18,4,2,No
1441,2026,56,Male,Divorced,Life Sciences,Research & Development,2,6306,1,No,4,21,13,13,12,No
1442,2027,29,Male,Married,Medical,Research & Development,1,4787,9,Yes,3,14,4,2,2,Yes
1443,2031,42,Male,Married,Life Sciences,Research & Development,5,18880,5,No,3,11,24,22,6,No
1444,2032,56,Male,Married,Technical Degree,Research & Development,1,2339,8,No,3,11,14,10,9,Yes
1445,2034,41,Female,Married,Life Sciences,Research & Development,4,13570,0,No,4,23,21,20,7,No
1446,2035,34,Female,Married,Marketing,Sales,2,6712,1,No,4,21,8,8,7,No
1447,2036,36,Male,Divorced,Marketing,Sales,2,5406,1,No,4,24,15,15,12,No
1448,2037,41,Male,Divorced,Life Sciences,Sales,2,8938,2,No,3,11,14,5,4,No
1449,2038,32,Male,Single,Technical Degree,Research & Development,1,2439,1,No,3,14,4,4,2,No
1450,2040,35,Female,Single,Life Sciences,Human Resources,3,8837,1,Yes,3,16,9,9,0,No
1451,2041,38,Female,Married,Life Sciences,Sales,2,5343,1,No,3,11,10,10,7,No
1452,2044,50,Male,Divorced,Life Sciences,Sales,2,6728,7,No,3,12,12,6,3,Yes
1453,2045,36,Female,Married,Marketing,Sales,2,6652,4,No,3,13,8,6,3,No
1454,2046,45,Female,Single,Life Sciences,Sales,2,4850,8,No,3,15,8,5,3,No
1455,2048,40,Male,Single,Life Sciences,Research & Development,1,2809,2,No,3,14,8,2,2,No
1456,2049,35,Male,Married,Life Sciences,Research & Development,2,5689,1,Yes,3,14,10,10,2,No
1457,2051,40,Female,Married,Medical,Research & Development,1,2001,2,No,3,14,20,5,3,No
1458,2052,35,Female,Married,Life Sciences,Research & Development,1,2977,1,No,3,12,4,4,3,No
1459,2053,29,Male,Married,Other,Research & Development,2,4025,4,Yes,3,13,10,4,3,No
1460,2054,29,Female,Single,Medical,Research & Development,1,3785,1,No,3,14,5,5,4,No
1461,2055,50,Male,Divorced,Marketing,Sales,3,10854,4,Yes,3,13,20,3,2,Yes
1462,2056,39,Female,Married,Marketing,Sales,4,12031,0,No,3,11,21,20,9,No
1463,2057,31,Male,Single,Medical,Research & Development,2,9936,0,No,3,19,10,9,4,No
1464,2060,26,Female,Single,Other,Sales,1,2966,0,No,3,18,5,4,2,No
1465,2061,36,Male,Married,Medical,Research & Development,2,2571,4,No,3,17,17,5,2,No
1466,2062,39,Male,Married,Medical,Research & Development,3,9991,4,No,3,15,9,7,7,No
1467,2064,27,Male,Married,Life Sciences,Research & Development,2,6142,1,Yes,4,20,6,6,2,No
1468,2065,49,Male,Married,Medical,Sales,2,5390,2,No,3,14,17,9,6,No
1469,2068,34,Male,Married,Medical,Research & Development,2,4404,2,No,3,12,6,4,3,No
